id,name,game_slug,price,release_date,platform,description,developer,publisher,genres
c579aecd34934b8e9ef7e636c0962e5c,Gorogoa,gorogoa,1499,2017-12-14T15:00:00.000Z,Windows,"Gorogoa is an elegant evolution of the puzzle genre, told through a beautifully hand-drawn story designed and illustrated by Jason Roberts.   UNIQUELY IMAGINATIVE PUZZLES The gameplay of Gorogoa is wholly original, comprised of lavishly illustrated panels that players arrange ...",Jason Roberts,Annapurna Interactive,"INDIE,STORYBOOK"
544c18ccadf8466691d8f2a335721b14,Celeste,celeste,1999,2018-01-05T15:00:00.000Z,"Windows,Mac","Help Madeline survive her inner demons on her journey to the top of Celeste Mountain, in this super-tight platformer from the creators of TowerFall. Brave hundreds of hand-crafted challenges, uncover devious secrets, and piece together the mystery of the mountain.",Matt Makes Games,Matt Makes Games,"INDIE,PLATFORMER,ACTION"
49841c56d62b4490a394a7889651e948,ATLAS Mod Kit,atlas-mod-kit,0,2018-01-10T15:21:00.000Z,Windows,Create your own ATLAS Mods to share with your friends — and players worldwide!,Grapeshot Games,Snail Games USA,
95e8b0adb366410c892f8f6fc8ac1bfa,InnerSpace,innerspace,1999,2018-01-16T16:00:00.000Z,"Windows,Mac",Discover the Inverse,PolyKnight Games,Aspyr Media,EXPLORATION
9ac2b841932448aeb5fc370907c8c0b3,Subnautica,subnautica,2999,2018-01-23T14:00:00.000Z,"Windows,Mac",Prepare to dive,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"OPEN_WORLD,SURVIVAL"
bd15ffd61c1744a295de36c164694e40,Kingdom Come: Deliverance,kingdom-come-deliverance,2999,2018-02-13T16:00:00.000Z,Windows,"Kingdom Come: Deliverance is a story-driven open-world RPG that immerses you in an epic adventure in the Holy Roman Empire. Avenge your parents' death as you battle invading forces, go on game-changing quests, and make influential choices.",Warhorse Studios,Prime Matter,"RPG,ADVENTURE,OPEN_WORLD"
a08681e2143d4c218167e45d76db8de0,Into the Breach,into-the-breach,1499,2018-02-27T16:00:00.000Z,"Windows,Mac",Control powerful mechs from the future to defeat an alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game from the makers of FTL.,Subset Games,Subset Games,"ROGUE_LITE,TURN_BASED,STRATEGY"
39516a5b66d04b75b25a810e593b0a97,Surviving Mars,surviving-mars,2999,2018-03-15T15:00:00.000Z,"Windows,Mac","Surviving Mars is a sci-fi city builder all about colonizing Mars and surviving the process. Choose a space agency for resources and financial support before determining a location for your colony. Build domes and infrastructure, research new possibilities and utilize drones t...",Haemimont Games,Paradox Interactive,SINGLE_PLAYER
0c8b6d95ff2746648ccd356dbf941c12,Q.U.B.E. 2,q-u-b-e-2,2499,2018-03-18T15:00:00.000Z,Windows,"As stranded archaeologist, Amelia Cross, you must solve the puzzles of this mysterious world and find a way back home.",Toxic Games,Ten Hut Games,"ACTION,PUZZLE"
2c9dda5ae74e4c36ab5763933935888a,Far Cry 5 Standard Edition,far-cry-5,5999,2018-03-27T10:00:00.000Z,Windows,"Welcome to Hope County, Montana, land of the free and the brave but also home to a fanatical doomsday cult known as the Project at Eden’s Gate.",Ubisoft,Ubisoft,"ACTION,FPS,OPEN_WORLD"
c3bb66a9e2064fa580597cee86cbc1df,Minit,minit,999,2018-04-03T15:00:00.000Z,"Windows,Mac",Minit is a peculiar little adventure played sixty seconds at a time.," JW, Kitty, Jukio, and Dom",Devolver Digital,"PUZZLE,INDIE"
18d7e12536c246b9a5dabb87efc7b700,Tom Clancy's Ghost Recon Wildlands Standard Edition,ghost-recon-wildlands,4999,2018-04-10T15:00:00.000Z,Windows,"Create a team with up to 3 friends in Tom Clancy’s Ghost Recon® Wildlands and enjoy the ultimate military shooter experience set in a massive, dangerous, and responsive open world.",Ubisoft,Ubisoft,"SHOOTER,OPEN_WORLD,CO_OP"
ac2f9bdeb022454aab1ff77b59b2f3ed,City of Brass,city-of-brass,1999,2018-05-04T15:00:00.000Z,Windows,"Become a daring thief in City of Brass, a first-person action adventure from senior BioShock developers.  Armed with scimitar and a versatile whip, you’ll lash and slash, bait and trap your way to the heart of an opulent, Arabian Nights-themed metropolis – or face certain deat...",Uppercut Games,Uppercut Games,"ROGUE_LITE,FIRST_PERSON,ACTION"
19924135f32e4e1aa517f99a72e7cea4,Moonlighter,moonlighter,1999,2018-05-29T15:00:00.000Z,"Windows,Mac","During a long-passed archaeological excavation, a set of Gates were discovered. People quickly realized that these ancient passages lead to different realms and dimensions – providing brave and reckless adventurers with treasures beyond measure. Rynoka, a small commercial vill...",Digital Sun Games,11 Bit Studios,"ROGUE_LIKE,RPG"
9afcebbb195348ac96e39954e20ddf33,Vampyr,vampyr,3999,2018-06-05T15:00:00.000Z,Windows,CURSED BE THE CHOICE…,DONTNOD Entertainment,Focus Entertainment,"ACTION,RPG,SINGLE_PLAYER"
dff5698e513d49f4b6823c6472f07137,GNOG,gnog,999,2018-06-17T15:00:00.000Z,Windows,"GNOG is a 3D puzzle game set in a tactile world of toys and secrets. Point, click, grab, poke, spin, pull, and play with uniquely charming monster heads as you explore the hidden worlds inside them. Filled with eye-catching designs, playful interactions, and a rich, reactive s...",Ko-Op,Ko-Op,"INDIE,PUZZLE"
fc81c913519d44dfb645abb2d2db26b7,Battalion 1944 Development Toolkit,battalion,0,2018-07-06T12:12:00.000Z,Windows,Enlist today to become a part of the Battalion 1944 modding community! Install the BATTALION 1944 Development Toolkit to start creating maps based around your favourite game modes. The Toolkit comes with all the tools players will need to start creating their own levels - alon...,,,
e9428ad618aa45f4b3371b8c8c4f9de9,Overcooked,overcooked,1699,2018-08-07T15:00:00.000Z,"Windows,Win32",Crazy Co-op Cooking Action!,Ghost Town Games Ltd.,team17,"ACTION,INDIE,SIMULATION"
ec4808acfd754b4f980daa0b93a56163,The Walking Dead: Final Season,walking-dead-final-season,1999,2018-08-14T15:00:00.000Z,Windows,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJ’s chance for a home. But protecting it will mean sacrifice. In this gripping, emotional final season, your choices define your relationships, shape your world, and...",Telltale Games,Skybound Games,"SINGLE_PLAYER,NARRATION,ADVENTURE"
396c5dd6af134fbc847406a690c96f99,7 Billion Humans,7-billion-humans,1499,2018-08-23T15:00:00.000Z,"Windows,Mac OS",Your own parallel computer... made of people, Tomorrow Corporation, Tomorrow Corporation,"INDIE,PUZZLE,PROGRAMMING"
2ae91a1e97f848f7bd51c2cfbec61a0e,Donut County,donut-county,1299,2018-08-28T15:00:00.000Z,"Windows,Mac","Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole.  Where Trash is Treasure Raccoons have taken over Donut County with remote-controlled trash-stealing holes...",Ben Esposito,Annapurna Interactive,"INDIE,NARRATION,PUZZLE"
d89d1ecf209d42688d82909e522f2ec1,Speed Brawl,speed-brawl,1999,2018-09-18T15:00:00.000Z,Windows,"Speed Brawl is a 2D combat-racer about moving fast and hitting hard! Maintain your momentum, build combos, and unleash powerful moves. Find your own fighting style, and assemble the best team of brawlers ever seen. Then do it all again faster. Faster. FASTER!",Double Stallion Games,Double Stallion Games,"ACTION,PLATFORMER,FIGHTING"
9e32f311abd24c4aa4c7f9c5dce25e75,Assassins Creed Odyssey Standard Edition,assassins-creed-odyssey,5999,2018-10-05T15:00:00.000Z,Windows,"From outcast to living legend, embark on an odyssey to uncover the secrets of your past and change the fate of Ancient Greece",Ubisoft,Ubisoft,"ACTION,RPG"
b4549b0a846e4fa289f87b48007fc42e,Jackbox Party Pack 3,jackbox-party-pack-3,2499,2018-10-18T15:00:00.000Z,"Windows,Mac,Win32",The threequel to the party game phenomenon features FIVE new sense-shattering games!  1) The say-anything sequel Quiplash 2 (3-8 players). Play all new questions or make your own! 2) The deadly quiz show Trivia Murder Party (1-8 players). Match wits with a trivia-obsessed kill...,Jackbox Games,Jackbox Games,"CASUAL,PARTY,TRIVIA"
ac5e4e5e2f024e2f9831baac251e0d46,Bad North,bad-north,1499,2018-11-16T11:00:00.000Z,"Windows,Mac",![Bad North Image](https://cdn2.unrealengine.com/Diesel%2Fproductv2%2Fbad-north%2Fhome%2Fabout-1024x865-434a624a315470d8d4e98226e0bdc16ccb3e4b5b.png),Plausible Concept,Raw Fury,"STRATEGY,ACTION,ROGUE_LITE"
95e743aa01c6410680916acb796246b5,Darksiders III,darksiders3,5999,2018-11-27T14:00:00.000Z,Windows,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins.  The most unpredictable and enigmatic of the Four Horsemen, FURY must succeed where many have...",Gunfire Games,THQ Nordic,"ACTION,SINGLE_PLAYER,ADVENTURE"
0394bcc34ee54c13bf1d84590c11fd18,RollerCoaster Tycoon Adventures,rollercoaster-tycoon-adventures,2999,2018-11-29T15:00:00.000Z,Windows,Family Friendly Tycoon Fun!,Nvizzio Creations,Atari,"SINGLE_PLAYER,SIMULATION"
9651fd57c8a34e81949aab28a084ced7,Mutant Year Zero: Road to Eden,mutant-year-zero,3499,2018-12-04T15:00:00.000Z,Windows,"Mankind has been eradicated by climate change, nuclear war, and pandemics. Will your team of mutants survive the Zone?  Mutant Year Zero: Road to Eden is a tactical adventure game combining turn-based combat with real-time exploration, story, stealth, and strategy.",The Bearded Ladies,Funcom,RPG
aec117239abd49a08eddc9e75a981fa3,Shadow Tactics: Blades of the Shogun,shadow-tactics,3999,2018-12-06T12:00:00.000Z,Windows,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. He recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",Mimimi Games,Daedalic Entertainment,"STEALTH,STRATEGY,SINGLE_PLAYER"
9b25216887da4b80af40769e6910cd20,Hello Neighbor: Hide and Seek,hello-neighbor-hide-and-seek,2999,2018-12-07T14:00:00.000Z,Windows,Hello Neighbor: Hide and Seek follows the tragic story of the Neighbor’s family in this dramatic prequel to Hello Neighbor. Experience playing a game of hide-and-seek with your brother as you both deal with a loss of a family member.,tinyBuild Games,tinyBuild Games,"ACTION,STEALTH"
32a37ec072474cf4a621d0ce28505f36,Ashen,ashen,3999,2018-12-07T14:00:00.000Z,Windows,"Ashen is an open world co-op action RPG about a wanderer in search of a place to call home.   Passive Co-Op Multiplayer As you adventure through Ashen, you'll occasionally encounter other players in a massive open world, akin to the passive multiplayer of Journey. It's up to y...",A44,Annapurna Interactive,"ACTION,ROLE_PLAYING,CO_OP,RPG"
d76580cab11b4216bfa1a16ee820d680,Hello Neighbor,hello-neighbor,2999,2018-12-08T12:00:00.000Z,,Hello Neighbor is a Stealth Horror Game about sneaking into your neighbor's house and figuring out what he's hiding in the basement. Play against an advanced AI that learns from your actions.,,,
b3a7ea2e333a49ab8a7c3d0aa1f31e5e,My Time At Portia,my-time-at-portia,2999,2019-01-15T14:00:00.000Z,Windows,Start a new life in the enchanting town of Portia!,Pathea Games,Team17,"OPEN_WORLD,SINGLE_PLAYER"
ebf5f23b876944f89d140750e756585d,Oxenfree,oxenfree,999,2019-01-15T15:00:00.000Z,Windows,Choose Your Fate…,Night School Studio,Night School Studio,"SINGLE_PLAYER,NARRATION,INDIE"
ddeb3d9a00c1492da4954dd03465ec17,Flower,flower,699,2019-02-14T15:00:00.000Z,Windows,"Experience award-winning Flower, now available on the Epic Games Store.  Originally developed by thatgamecompany, Flower lets you take control of the wind as you explore and navigate beautiful, lush environments using motion controls. Journey through varied landscapes at your ...",thatgamecompany,Annapurna Interactive,"ADVENTURE,EXPLORATION,CASUAL"
f189ca21d5814aef8402655f5d456bd3,Metro Exodus Standard Edition,metro-exodus,2999,2019-02-15T15:00:00.000Z,"Windows,Mac","Flee the shattered ruins of the Moscow Metro and embark on an epic, continent-spanning journey across the post-apocalyptic Russian wilderness. Explore vast, non-linear levels, lose yourself in an immersive, sandbox survival experience, and follow a thrilling story-line that sp...",4A Games,Deep Silver,"SINGLE_PLAYER,FPS,SHOOTER"
4c77ab0d3f3f4188ac87f0b5d0ea2a91,Far Cry New Dawn Standard Edition,far-cry-new-dawn,3999,2019-02-15T16:00:00.000Z,Windows,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources",Ubisoft,Ubisoft,"OPEN_WORLD,FPS,ACTION"
cb362a4d9a2d42dda1005021522ca733,Trials Rising Standard Edition,trials-rising,1999,2019-02-26T15:00:00.000Z,,Explore over-the-top action and physics-bending motorcycle racing in the latest opus of the Trials franchise.,Ubisoft | RedLynx,Ubisoft,MULTIPLAYER
d3a6b8379b864097b2c92d14ebfab190,APE OUT,ape-out,1499,2019-02-28T11:00:00.000Z,Windows,"APE OUT is a wildly intense and stylized smash em up about primal escape, rhythmic violence & frenetic jazz. Build up near unstoppable momentum and use your captors as both weapons + shields to crush everyone on your procedurally generated path to freedom","Gabe Cuzzillo,Bennett Foddy,Matt Boch",Devolver Digital,"ACTION,INDIE"
2554dc73dbc746f38bb930903821441b,Helium Rain,helium-rain,0,2019-03-01T14:00:00.000Z,Windows,"Build your fleet, trade, explore and conquer",Deimos Games,Deimos Games,
026a40a759d2474e97d57099ef8d6c75,Operencia: The Stolen Sun,operencia,2999,2019-03-08T15:00:00.000Z,Windows,"Operencia: The Stolen Sun embraces everything you love about classic first-person dungeon-crawlers, enhancing the old-school turn-based RPG experience with modern sensibilities. Gather your team of memorable characters and guide them through a world inspired by Central Europea...",Zen Studios,Zen Studios,"RPG,SINGLE_PLAYER,DUNGEON_CRAWLER"
f2dfe3f792734ee8a614a97131318db8,The Division 2 Standard Edition,the-division-2,2999,2019-03-15T15:00:00.000Z,Windows,"In Tom Clancy’s The Division®2, the fate of the free world is on the line.   Lead a team of elite agents into a post-pandemic Washington DC to restore order and prevent the collapse of the city.",Ubisoft,Ubisoft,"MULTIPLAYER,ACTION,RPG"
4f24dc26787d42548cc1fb452d252801,Satisfactory,satisfactory,2999,2019-03-19T14:00:00.000Z,Windows,"Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. Play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!",Coffee Stain Studios,Coffee Stain Publishing,"OPEN_WORLD,FIRST_PERSON,SIMULATION"
e2495be2de784cba8355e436b1e185e8,Outward,outward,3999,2019-03-26T14:00:00.000Z,Windows,"No remarkable journey is achieved without great effort. Outward is an open-world RPG where the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai, embark on memorable adventures alone or with your frien...",Nine Dots Studio,PRIME MATTER,"MULTIPLAYER,RPG,SINGLE_PLAYER"
643cba48d39d40a482df653517df0f26,Assassin's Creed® III: Remastered,assassins-creed-3,3999,2019-03-29T15:00:00.000Z,Windows,"Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics.  Also includes Assassin's Creed Liberation remastered and all solo DLC content.",Ubisoft,Ubisoft,"ACTION,RPG"
6a612192c0ed499f8c7db747b3049107,Totally Accurate Battle Simulator,totally-accurate-battle-simulator,1999,2019-04-01T11:00:00.000Z,"Windows,Mac","Be the leader of wobblers from ancient lands, spooky places & fantasy worlds. Watch them fight in simulations made with the wobbliest physics system ever made, make your own wobblers, and send your army off to fight your friends in multiplayer.",Landfall Games,Landfall Games,"STRATEGY,PHYSICS,SIMULATION"
